Canonical_SMILES,QED,ADMET_risk_favorability,expected_favorability,residual
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,0.47,47.534,49.695,-2.162
CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,0.606,30.836,49.156,-18.32
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,0.594,27.497,49.202,-21.705
N#[C][Fe-4]([C]#N)([C]#N)([C]#N)([C]#N)[C]#N.N#[C][Fe-4]([C]#N)([C]#N)([C]#N)([C]#N)[C]#N.N#[C][Fe-4]([C]#N)([C]#N)([C]#N)([C]#N)[C]#N.[Fe+3].[Fe+3].[Fe+3].[Fe+3],0.295,69.194,50.392,18.803
CN1CCCN=C1/C=C/c1cccs1,0.726,42.586,48.681,-6.095
[O-][n+]1ccccc1S,0.308,68.796,50.339,18.457
ClC=CC[N+]12CN3CN(CN(C3)C1)C2.[Cl-],0.493,48.499,49.606,-1.107
CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21,0.742,32.23,48.616,-16.386
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,0.728,50.23,48.67,1.56
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.311,29.657,50.327,-20.67
C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.878,39.752,48.076,-8.325
[223Ra+2].[Cl-].[Cl-],0.417,78.883,49.906,28.977
Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,0.507,30.561,49.548,-18.988
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,0.38,24.295,50.056,-25.76
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,0.181,55.285,50.844,4.441
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,0.642,34.865,49.011,-14.146
CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,0.32,49.648,50.292,-0.644
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,0.407,31.089,49.946,-18.857
O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,0.548,54.151,49.388,4.764
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,0.237,19.164,50.621,-31.457
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,0.164,28.906,50.913,-22.007
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,0.572,23.744,49.29,-25.546
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0.265,24.203,50.511,-26.308
CC(=O)Oc1cccc(O)c1,0.487,71.706,49.628,22.078
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.397,50.996,49.988,1.008
CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,0.347,27.298,50.187,-22.89
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,0.638,15.947,49.029,-33.082
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,0.328,39.614,50.26,-10.646
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.093,25.169,51.197,-26.028
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,0.617,27.88,49.11,-21.231
CC(N)C12CC3CC(CC(C3)C1)C2,0.657,70.067,48.951,21.116
N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,0.374,15.702,50.078,-34.377
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,0.521,18.735,49.495,-30.76
CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,0.323,15.104,50.281,-35.177
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,0.553,22.319,49.366,-27.047
C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,0.658,48.223,48.95,-0.727
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,0.779,19.822,48.468,-28.645
C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.516,26.608,49.514,-22.905
O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,0.091,37.201,51.204,-14.003
O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc([131I])c(=O)c([131I])c-2oc2c([131I])c(O)c([131I])cc12,0.091,35.7,51.204,-15.504
CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,0.806,24.387,48.361,-23.974
CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,0.86,24.801,48.145,-23.344
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,0.651,35.156,48.976,-13.819
[Rb],0.376,76.271,50.07,26.202
[82Rb+],0.292,83.77,50.404,33.366
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.14,41.023,51.01,-9.987
CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,0.548,49.724,49.385,0.339
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,0.825,36.198,48.285,-12.087
O=P([O-])(O)CN(CCN(CP(=O)([O-])O)CP(=O)(O)O)CP(=O)([O-])O.[153Sm+3],0.146,58.885,50.984,7.901
NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,0.743,44.455,48.612,-4.157
C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,0.363,60.064,50.123,9.942
CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,0.283,44.026,50.439,-6.413
N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,0.8,62.5,48.386,14.114
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,0.54,60.907,49.418,11.489
O=[Se](=O)(O)O,0.397,85.172,49.988,35.184
O=[Se](O)O,0.386,82.521,50.029,32.493
S=[Se]=S,0.462,72.871,49.728,23.143
C[Se]CC[C@H](N)C(=O)O,0.62,81.61,49.101,32.509
C[75Se]CC[C@H](N)C(=O)O,0.614,80.415,49.124,31.291
CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,0.38,23.146,50.056,-26.91
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,0.357,27.037,50.148,-23.11
COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,0.37,25.0,50.093,-25.093
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,0.389,10.049,50.018,-39.969
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@@H](NC(=O)CCCCCCCCCCCCCCCCC(=O)O)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C,0.01,46.477,51.527,-5.05
COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)[O-])c1,0.353,43.091,50.16,-7.069
Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,0.324,7.23,50.277,-43.047
CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](C)NC1=O,0.02,26.088,51.485,-25.397
C=CCN.ClCC1CO1,0.358,58.701,50.143,8.558
O[SiH3],0.322,81.204,50.285,30.919
O.O=[Si]([O-])[O-].O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Al+3].[Al+3].[Mg+2].[Mg+2].[O-2].[O-2],0.359,66.023,50.137,15.887
[Ag],0.383,84.053,50.043,34.01
O=[N+]([O-])[O-].[Ag+],0.286,77.106,50.429,26.677
Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],0.662,54.059,48.933,5.126
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,0.294,24.081,50.397,-26.317
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O,0.029,69.501,51.45,18.051
CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.025,35.095,51.467,-16.372
CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,0.295,33.9,50.392,-16.492
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,0.561,16.299,49.334,-33.035
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC.[Na+],0.032,47.381,51.437,-4.057
CC(=O)[O-].[Na+],0.278,90.97,50.461,40.508
O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+],0.301,80.683,50.368,30.316
O=C([O-])CC([S][Au])C(=O)[O-].[Na+].[Na+],0.446,82.047,49.792,32.254
O.O.O=S(=O)([O-])[S-].O=S(=O)([O-])[S-].[Au+].[Na+].[Na+].[Na+],0.129,74.51,51.051,23.459
O=S([O-])O.[Na+],0.254,86.55,50.554,35.996
[Na+].[Na+].[O-]B1OB2OB([O-])OB(O1)O2,0.359,68.474,50.137,18.337
CC1(C)[C@H]2CC[C@@]1(CS(=O)(=O)[O-])C(=O)C2.[Na+],0.419,66.437,49.899,16.538
[Na+].[Na+].[O]=[51Cr](=[O])([O-])[O-],0.33,86.336,50.253,36.083
O=C([O-])C[N+]12CC[N+]34CC(=O)[O][Fe-2]13([O]C(=O)C2)[O]C(=O)C4.[Na+],0.442,60.555,49.807,10.747
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[Fe+3].[Fe+3].[Na+].[O-2].[O-2].[O-2],0.03,77.941,51.447,26.494
O=P([O-])([O-])OCC(O)CO.[Na+].[Na+],0.356,81.311,50.15,31.162
[Na+].[OH-],0.262,85.654,50.523,35.131
CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],0.205,70.175,50.749,19.426
O=C([O-])CCCO.[Na+],0.388,88.067,50.024,38.043
O=[32P]([O-])([O-])O.[Na+].[Na+],0.269,89.308,50.494,38.813
O=P([O-])([O-])O.[Na+].[Na+],0.269,89.216,50.497,38.719
O=P([O-])(O)O.[Na+],0.249,88.312,50.575,37.736
O.O.O.O.O.O.O.O.O.O=C([O-])[C@@H]1[O][Sb]2([O-])([O][Sb]34([OH])[O][C@H]([C@H](O)CO)[C@H]([O]3)[C@H](C(=O)[O-])[O]4)[O][C@H]([C@H](O)CO)[C@@H]1[O]2.[Na+].[Na+].[Na+],0.141,66.085,51.004,15.081
[Na+].[Na+].[S-2],0.253,83.869,50.559,33.31
O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[Na+].[Na+],0.43,94.776,49.855,44.921
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],0.322,64.216,50.284,13.932
[Na+].[Na+].[O-][Si]1([O-])O[Si]([O-])([O-])O[Si]([O-])([O-])O1.[Zr],0.379,74.326,50.06,24.266
CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,0.305,36.229,50.351,-14.123
NC(=O)OC[C@H](N)Cc1ccccc1,0.738,70.818,48.63,22.188
C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O,0.018,48.146,51.493,-3.346
Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,0.493,27.114,49.604,-22.49
CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,0.661,43.306,48.939,-5.633
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,0.359,19.409,50.138,-30.729
CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C(C)[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1.CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1,0.092,40.977,51.2,-10.222
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,0.175,59.605,50.87,8.734
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,0.536,50.214,49.435,0.78
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0.186,52.237,50.826,1.41
[F][Sn][F],0.447,78.171,49.786,28.385
C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0.752,50.23,48.574,1.656
[Cl-].[Cl-].[Sr+2],0.308,75.237,50.341,24.896
[89Sr+2].[Cl-].[Cl-],0.309,75.222,50.337,24.885
N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2].[Sr+2],0.303,55.76,50.362,5.398
O=C(O)[C@@H](S)[C@@H](S)C(=O)O,0.454,74.226,49.76,24.467
O.O=S(=O)(OC[C@H]1O[C@@](COS(=O)(=O)[O][Al]([OH])[OH])(O[C@H]2O[C@H](COS(=O)(=O)[O][Al]([OH])[OH])[C@@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@H]2OS(=O)(=O)[O][Al]([OH])[OH])[C@@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@@H]1OS(=O)(=O)[O][Al]([OH])[OH])[O][Al]([OH])[OH].[OH][Al]([OH])[OH],0.026,58.732,51.463,7.269
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0.471,14.017,49.692,-35.676
O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,0.489,45.818,49.622,-3.804
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C,0.234,50.123,50.636,-0.513
Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,0.467,18.536,49.709,-31.173
O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,0.757,39.185,48.557,-9.372
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,0.411,22.289,49.932,-27.644
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,0.274,50.858,50.478,0.38
Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,0.558,22.365,49.346,-26.981
[Mg+2].[Mg+2].[Mg+2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-].[OH-].[Si+4].[Si+4].[Si+4].[Si+4],0.377,73.039,50.065,22.974
O=C(OC[C@H]1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,0.02,47.197,51.486,-4.29
CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,0.797,47.718,48.396,-0.678
CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,0.883,33.961,48.054,-14.093
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0.327,61.65,50.263,11.386
O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,0.574,51.21,49.285,1.926
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.398,58.479,49.982,8.497
OB1OCc2cc(F)ccc21,0.532,57.966,49.452,8.514
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,0.386,19.21,50.032,-30.823
CC(C)c1cccc(C(C)C)c1NC(=O)CN(CC(=O)O)CC(=O)O.[99Tc],0.535,60.662,49.44,11.222
CC(O)(P(=O)(O)O)P(=O)(O)O.[99Tc],0.413,81.556,49.923,31.633
Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br.[Tc],0.544,55.576,49.402,6.174
O.O.O=P([O-])([O-])CP(=O)([O-])[O-].[98Tc+4],0.459,82.567,49.74,32.827
O=P(O)(O)C(O)P(=O)(O)O.[99Tc],0.395,81.625,49.994,31.632
O.O.O.O.[98Tc-],0.361,87.331,50.132,37.2
O=P([O-])([O-])OP(=O)([O-])[O-].[99Tc+4],0.479,81.342,49.66,31.682
[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[Tc+],0.187,57.95,50.821,7.13
O=C(O)[C@@H](S)[C@@H](S)C(=O)O.[99Tc],0.538,72.572,49.426,23.146
S1SSSSSSS1.[99Tc],0.538,65.418,49.426,15.992
CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC.O.O.[98Tc],0.05,59.222,51.365,7.857
O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,0.637,41.881,49.034,-7.152
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,0.529,24.709,49.464,-24.755
O=c1[nH]c(=O)n(C2CCCO2)cc1F.O=c1cc[nH]c(=O)[nH]1,0.625,45.113,49.082,-3.968
CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,0.048,44.301,51.376,-7.074
Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,0.584,62.868,49.242,13.625
CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,0.267,20.818,50.502,-29.684
CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,0.034,13.741,51.431,-37.69
CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,0.313,19.593,50.321,-30.728
CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,0.231,24.969,50.647,-25.677
CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,0.385,18.704,50.036,-31.332
C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.493,47.212,49.607,-2.395
O=C1NOCC1/N=C/c1ccc(/C=N/C2CONC2=O)cc1,0.724,54.764,48.687,6.077
CC(C)(O)[C@H]1CC[C@@](C)(O)CC1.O,0.644,78.248,49.006,29.242
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,0.502,60.968,49.57,11.398
